Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
21:30 - 21:35,0.825,0.0001,0.8249,0.825,0.8249,20,N.A.
21:35 - 21:40,0.8249,-0.0001,0.825,0.825,0.8249,20,N.A.
21:40 - 21:45,0.8249,0,0.8249,0.8249,0.8249,20,N.A.
21:45 - 21:50,0.8248,-0.0001,0.825,0.825,0.8248,20,N.A.
21:50 - 21:55,0.8249,0.0001,0.8249,0.8249,0.8249,20,N.A.
21:55 - 22:00,0.8249,0,0.8249,0.8249,0.8249,20,N.A.
22:00 - 22:05,0.8249,0,0.8249,0.8249,0.8249,20,N.A.
22:05 - 22:10,0.825,0.0001,0.8249,0.825,0.8249,20,N.A.
22:10 - 22:15,0.825,0,0.825,0.825,0.825,20,N.A.
22:15 - 22:20,0.8251,0.0001,0.825,0.8251,0.825,20,N.A.
22:20 - 22:25,0.8251,0,0.8251,0.8252,0.8251,20,N.A.
22:25 - 22:30,0.8252,0.0001,0.8251,0.8252,0.8251,20,N.A.
22:30 - 22:35,0.8252,0,0.8252,0.8252,0.8252,20,N.A.
22:35 - 22:40,0.8253,0.0001,0.8252,0.8253,0.8252,20,N.A.
22:40 - 22:45,0.8252,-0.0001,0.8253,0.8253,0.8252,20,N.A.
22:45 - 22:50,0.8251,-0.0001,0.8252,0.8252,0.8251,20,N.A.
22:50 - 22:55,0.8251,0,0.8252,0.8252,0.8251,20,N.A.
22:55 - 23:00,0.825,-0.0001,0.8251,0.8251,0.825,20,N.A.
23:00 - 23:05,0.825,0,0.825,0.825,0.825,20,N.A.
23:05 - 23:10,0.825,0,0.825,0.825,0.8249,20,N.A.
23:10 - 23:15,0.825,0,0.825,0.825,0.825,20,N.A.
23:15 - 23:20,0.8249,-0.0001,0.825,0.825,0.8249,20,N.A.
23:20 - 23:25,0.8248,-0.0001,0.8249,0.8249,0.8248,20,N.A.
23:25 - 23:30,0.8248,0,0.8248,0.8248,0.8248,20,N.A.
23:30 - 23:35,0.8248,0,0.8248,0.8248,0.8248,20,N.A.
23:35 - 23:40,0.8248,0,0.8248,0.8249,0.8248,20,N.A.
23:40 - 23:45,0.8248,0,0.8248,0.8248,0.8248,20,N.A.
23:45 - 23:50,0.8249,0.0001,0.8248,0.8249,0.8248,20,N.A.
23:50 - 23:55,0.8248,-0.0001,0.8249,0.8249,0.8248,20,N.A.
23:55 - 00:00,0.8249,0.0001,0.8248,0.8249,0.8248,20,N.A.
16JUN2021_00:00:00.000000,,,,,,,
00:00 - 00:05,0.8248,-0.0001,0.8249,0.8249,0.8248,20,N.A.
00:05 - 00:10,0.8248,0,0.8248,0.8248,0.8248,20,N.A.
00:10 - 00:15,0.8249,0.0001,0.8248,0.8249,0.8248,20,N.A.
00:15 - 00:20,0.8248,-0.0001,0.8249,0.8249,0.8248,20,N.A.
00:20 - 00:25,0.8247,-0.0001,0.8248,0.8248,0.8247,20,N.A.
00:25 - 00:30,0.8247,0,0.8247,0.8247,0.8247,20,N.A.
00:30 - 00:35,0.8247,0,0.8247,0.8247,0.8247,20,N.A.
00:35 - 00:40,0.8246,-0.0001,0.8247,0.8247,0.8246,20,N.A.
00:40 - 00:45,0.8246,0,0.8246,0.8246,0.8245,20,N.A.
00:45 - 00:50,0.8246,0,0.8246,0.8246,0.8245,20,N.A.
00:50 - 00:55,0.8245,-0.0001,0.8246,0.8246,0.8245,20,N.A.
00:55 - 01:00,0.8245,0,0.8245,0.8246,0.8245,20,N.A.
01:00 - 01:05,0.8245,0,0.8245,0.8245,0.8245,20,N.A.
01:05 - 01:10,0.8245,0,0.8245,0.8245,0.8245,20,N.A.
01:10 - 01:15,0.8245,0,0.8245,0.8245,0.8245,20,N.A.
01:15 - 01:20,0.8245,0,0.8245,0.8245,0.8245,20,N.A.
01:20 - 01:25,0.8245,0,0.8245,0.8245,0.8245,20,N.A.
01:25 - 01:30,0.8245,0,0.8245,0.8245,0.8244,20,N.A.
01:30 - 01:35,0.8244,-0.0001,0.8245,0.8245,0.8244,20,N.A.
01:35 - 01:40,0.8244,0,0.8245,0.8245,0.8244,20,N.A.
01:40 - 01:45,0.8244,0,0.8244,0.8245,0.8244,20,N.A.
01:45 - 01:50,0.8245,0.0001,0.8244,0.8245,0.8244,20,N.A.
01:50 - 01:55,0.8243,-0.0002,0.8245,0.8245,0.8243,20,N.A.
01:55 - 02:00,0.8244,0.0001,0.8244,0.8245,0.8244,20,N.A.
02:00 - 02:05,0.8245,0.0001,0.8244,0.8246,0.8244,20,N.A.
02:05 - 02:10,0.8248,0.0003,0.8246,0.8248,0.8246,20,N.A.
02:10 - 02:15,0.8247,-0.0001,0.8248,0.8248,0.8247,20,N.A.
02:15 - 02:20,0.8248,0.0001,0.8247,0.8249,0.8247,20,N.A.
02:20 - 02:25,0.8247,-0.0001,0.8248,0.8248,0.8247,20,N.A.
02:25 - 02:30,0.8247,0,0.8247,0.8247,0.8246,20,N.A.
02:30 - 02:35,0.8244,-0.0003,0.8247,0.8247,0.8243,20,N.A.
02:35 - 02:40,0.8241,-0.0003,0.8244,0.8244,0.8241,20,N.A.
02:40 - 02:45,0.8242,0.0001,0.8241,0.8243,0.8241,20,N.A.
02:45 - 02:50,0.8245,0.0003,0.8242,0.8245,0.8242,20,N.A.
02:50 - 02:55,0.8246,0.0001,0.8245,0.8246,0.8244,20,N.A.
02:55 - 03:00,0.8244,-0.0002,0.8246,0.8246,0.8243,20,N.A.
03:00 - 03:05,0.8248,0.0004,0.8244,0.8248,0.8244,20,N.A.
03:05 - 03:10,0.8251,0.0003,0.8247,0.8251,0.8246,20,N.A.
03:10 - 03:15,0.825,-0.0001,0.8251,0.8252,0.825,20,N.A.
03:15 - 03:20,0.825,0,0.8249,0.8251,0.8249,20,N.A.
03:20 - 03:25,0.8244,-0.0006,0.825,0.825,0.8243,20,N.A.
03:25 - 03:30,0.8245,0.0001,0.8243,0.8245,0.8242,20,N.A.
03:30 - 03:35,0.8246,0.0001,0.8245,0.8247,0.8244,20,N.A.
03:35 - 03:40,0.8248,0.0002,0.8246,0.8248,0.8246,20,N.A.
03:40 - 03:45,0.8246,-0.0002,0.8248,0.8248,0.8246,20,N.A.
03:45 - 03:50,0.8245,-0.0001,0.8247,0.8247,0.8245,20,N.A.
03:50 - 03:55,0.8244,-0.0001,0.8245,0.8245,0.8244,20,N.A.
03:55 - 04:00,0.8242,-0.0002,0.8244,0.8244,0.8242,20,N.A.
04:00 - 04:05,0.8245,0.0003,0.8242,0.8245,0.8242,19,N.A.
04:05 - 04:10,0.8244,-0.0001,0.8244,0.8245,0.8243,21,N.A.
04:10 - 04:15,0.8245,0.0001,0.8244,0.8246,0.8244,20,N.A.
04:15 - 04:20,0.8245,0,0.8245,0.8246,0.8244,20,N.A.
04:20 - 04:25,0.8245,0,0.8245,0.8246,0.8244,20,N.A.
04:25 - 04:30,0.8247,0.0002,0.8245,0.8247,0.8245,20,N.A.
04:30 - 04:35,0.8246,-0.0001,0.8247,0.8247,0.8245,20,N.A.
04:35 - 04:40,0.8247,0.0001,0.8246,0.8247,0.8246,20,N.A.
04:40 - 04:45,0.8245,-0.0002,0.8247,0.8248,0.8245,20,N.A.
04:45 - 04:50,0.8246,0.0001,0.8245,0.8246,0.8245,20,N.A.
04:50 - 04:55,0.8246,0,0.8246,0.8247,0.8245,20,N.A.
04:55 - 05:00,0.8245,-0.0001,0.8246,0.8246,0.8245,20,N.A.
05:00 - 05:05,0.8245,0,0.8245,0.8245,0.8245,20,N.A.
05:05 - 05:10,0.8247,0.0002,0.8245,0.8247,0.8245,20,N.A.
05:10 - 05:15,0.8247,0,0.8247,0.8248,0.8247,20,N.A.
05:15 - 05:20,0.8247,0,0.8247,0.8248,0.8247,20,N.A.
05:20 - 05:25,0.8249,0.0002,0.8248,0.8249,0.8248,20,N.A.
05:25 - 05:30,0.8249,0,0.8249,0.825,0.8248,20,N.A.
05:30 - 05:35,0.8249,0,0.8249,0.825,0.8249,20,N.A.
05:35 - 05:40,0.8249,0,0.8249,0.825,0.8248,20,N.A.
05:40 - 05:45,0.825,0.0001,0.8249,0.825,0.8249,20,N.A.
05:45 - 05:50,0.8248,-0.0002,0.825,0.825,0.8248,20,N.A.
05:50 - 05:55,0.825,0.0002,0.8248,0.825,0.8248,20,N.A.
05:55 - 06:00,0.8248,-0.0002,0.825,0.825,0.8248,20,N.A.
06:00 - 06:05,0.8248,0,0.8247,0.8249,0.8247,20,N.A.
06:05 - 06:10,0.8247,-0.0001,0.8248,0.8248,0.8246,20,N.A.
06:10 - 06:15,0.825,0.0003,0.8247,0.825,0.8247,20,N.A.
06:15 - 06:20,0.8249,-0.0001,0.825,0.825,0.8249,20,N.A.
06:20 - 06:25,0.8247,-0.0002,0.8249,0.8249,0.8247,20,N.A.
06:25 - 06:30,0.8249,0.0002,0.8247,0.8249,0.8247,20,N.A.
06:30 - 06:35,0.825,0.0001,0.8249,0.8251,0.8248,20,N.A.
06:35 - 06:40,0.8252,0.0002,0.825,0.8252,0.8249,20,N.A.
06:40 - 06:45,0.8252,0,0.8252,0.8252,0.8252,20,N.A.
06:45 - 06:50,0.8252,0,0.8252,0.8254,0.8252,20,N.A.
06:50 - 06:55,0.8252,0,0.8252,0.8253,0.8251,20,N.A.
06:55 - 07:00,0.8253,0.0001,0.8253,0.8254,0.8253,20,N.A.
07:00 - 07:05,0.8253,0,0.8253,0.8254,0.8253,20,N.A.
07:05 - 07:10,0.8253,0,0.8253,0.8255,0.8253,20,N.A.
07:10 - 07:15,0.8253,0,0.8254,0.8255,0.8253,20,N.A.
07:15 - 07:20,0.8253,0,0.8253,0.8253,0.8252,20,N.A.
07:20 - 07:25,0.8252,-0.0001,0.8253,0.8253,0.8252,20,N.A.
07:25 - 07:30,0.8252,0,0.8252,0.8253,0.8252,20,N.A.
07:30 - 07:35,0.8251,-0.0001,0.8252,0.8252,0.8251,20,N.A.
07:35 - 07:40,0.8252,0.0001,0.8251,0.8252,0.8251,20,N.A.
07:40 - 07:45,0.8252,0,0.8252,0.8253,0.8252,20,N.A.
07:45 - 07:50,0.8253,0.0001,0.8252,0.8253,0.8251,20,N.A.
07:50 - 07:55,0.8252,-0.0001,0.8252,0.8254,0.8252,20,N.A.
07:55 - 08:00,0.8253,0.0001,0.8252,0.8253,0.8252,20,N.A.
08:00 - 08:05,0.8252,-0.0001,0.8253,0.8254,0.8251,20,N.A.
08:05 - 08:10,0.8251,-0.0001,0.8251,0.8251,0.8251,20,N.A.
08:10 - 08:15,0.8248,-0.0003,0.8251,0.8251,0.8248,20,N.A.
08:15 - 08:20,0.8246,-0.0002,0.8248,0.8248,0.8246,20,N.A.
08:20 - 08:25,0.8246,0,0.8247,0.8247,0.8246,20,N.A.
08:25 - 08:30,0.8248,0.0002,0.8246,0.8248,0.8246,20,N.A.
08:30 - 08:35,0.8247,-0.0001,0.8247,0.8248,0.8247,20,N.A.
08:35 - 08:40,0.8249,0.0002,0.8247,0.8249,0.8247,20,N.A.
08:40 - 08:45,0.8249,0,0.8249,0.8249,0.8248,20,N.A.
08:45 - 08:50,0.825,0.0001,0.8249,0.8251,0.8249,20,N.A.
08:50 - 08:55,0.8253,0.0003,0.825,0.8253,0.8249,20,N.A.
08:55 - 09:00,0.8251,-0.0002,0.8253,0.8253,0.8251,20,N.A.
09:00 - 09:05,0.8251,0,0.8252,0.8252,0.8251,19,N.A.
09:05 - 09:10,0.8251,0,0.8251,0.8252,0.825,20,N.A.
09:10 - 09:15,0.8254,0.0003,0.8251,0.8254,0.8251,20,N.A.
09:15 - 09:20,0.8255,0.0001,0.8253,0.8256,0.8253,20,N.A.
09:20 - 09:25,0.8257,0.0002,0.8255,0.8257,0.8255,19,N.A.
09:25 - 09:30,0.8256,-0.0001,0.8257,0.8257,0.8255,21,N.A.
09:30 - 09:35,0.8255,-0.0001,0.8256,0.8256,0.8255,20,N.A.
09:35 - 09:40,0.8255,0,0.8255,0.8256,0.8255,20,N.A.
09:40 - 09:45,0.8256,0.0001,0.8255,0.8256,0.8255,20,N.A.
09:45 - 09:50,0.8255,-0.0001,0.8255,0.8257,0.8255,20,N.A.
09:50 - 09:55,0.8252,-0.0003,0.8255,0.8255,0.8252,20,N.A.
09:55 - 10:00,0.8249,-0.0003,0.8251,0.8251,0.8248,20,N.A.
10:00 - 10:05,0.8248,-0.0001,0.825,0.825,0.8248,19,N.A.
10:05 - 10:10,0.8249,0.0001,0.8248,0.8249,0.8247,20,N.A.
10:10 - 10:15,0.8247,-0.0002,0.8249,0.8249,0.8247,20,N.A.
10:15 - 10:20,0.8248,0.0001,0.8248,0.8248,0.8247,20,N.A.
10:20 - 10:25,0.8247,-0.0001,0.8248,0.8249,0.8246,20,N.A.
10:25 - 10:30,0.8248,0.0001,0.8247,0.8248,0.8247,20,N.A.
10:30 - 10:35,0.8247,-0.0001,0.8248,0.8248,0.8247,20,N.A.
10:35 - 10:40,0.8246,-0.0001,0.8247,0.8247,0.8246,20,N.A.
10:40 - 10:45,0.8248,0.0002,0.8246,0.8248,0.8246,20,N.A.
10:45 - 10:50,0.8247,-0.0001,0.8248,0.8248,0.8247,20,N.A.
10:50 - 10:55,0.8249,0.0002,0.8248,0.8249,0.8248,20,N.A.
10:55 - 11:00,0.8251,0.0002,0.8249,0.8252,0.8249,18,N.A.
11:00 - 11:05,0.8252,0.0001,0.8251,0.8252,0.8251,20,N.A.
11:05 - 11:10,0.8251,-0.0001,0.8252,0.8252,0.825,20,N.A.
11:10 - 11:15,0.8251,0,0.8251,0.8252,0.8251,20,N.A.
11:15 - 11:20,0.8252,0.0001,0.8251,0.8252,0.8251,20,N.A.
11:20 - 11:25,0.8252,0,0.8252,0.8252,0.8251,20,N.A.
11:25 - 11:30,0.8253,0.0001,0.8252,0.8253,0.8252,20,N.A.
11:30 - 11:35,0.8254,0.0001,0.8253,0.8254,0.8252,20,N.A.
11:35 - 11:40,0.8254,0,0.8254,0.8254,0.8253,20,N.A.
11:40 - 11:45,0.8256,0.0002,0.8254,0.8256,0.8254,20,N.A.
11:45 - 11:50,0.8253,-0.0003,0.8256,0.8256,0.8253,20,N.A.
11:50 - 11:55,0.8252,-0.0001,0.8253,0.8253,0.8252,20,N.A.
11:55 - 12:00,0.8252,0,0.8252,0.8253,0.8252,20,N.A.
12:00 - 12:05,0.825,-0.0002,0.8252,0.8252,0.825,20,N.A.
12:05 - 12:10,0.8253,0.0003,0.825,0.8253,0.825,20,N.A.
12:10 - 12:15,0.8254,0.0001,0.8253,0.8254,0.8253,20,N.A.
12:15 - 12:20,0.8254,0,0.8254,0.8254,0.8253,20,N.A.
12:20 - 12:25,0.8255,0.0001,0.8253,0.8255,0.8253,20,N.A.
12:25 - 12:30,0.8254,-0.0001,0.8255,0.8256,0.8254,20,N.A.
12:30 - 12:35,0.8253,-0.0001,0.8255,0.8255,0.8253,20,N.A.
12:35 - 12:40,0.8255,0.0002,0.8253,0.8255,0.8253,20,N.A.
12:40 - 12:45,0.8255,0,0.8255,0.8255,0.8255,20,N.A.
12:45 - 12:50,0.8255,0,0.8255,0.8255,0.8255,20,N.A.
12:50 - 12:55,0.8253,-0.0002,0.8255,0.8255,0.8253,20,N.A.
12:55 - 13:00,0.8252,-0.0001,0.8253,0.8253,0.8252,20,N.A.
13:00 - 13:05,0.8254,0.0002,0.8252,0.8254,0.8252,20,N.A.
13:05 - 13:10,0.8254,0,0.8254,0.8254,0.8253,20,N.A.
13:10 - 13:15,0.8254,0,0.8254,0.8254,0.8253,20,N.A.
13:15 - 13:20,0.8255,0.0001,0.8254,0.8255,0.8254,20,N.A.
13:20 - 13:25,0.8255,0,0.8255,0.8255,0.8255,20,N.A.
13:25 - 13:30,0.8255,0,0.8255,0.8255,0.8255,20,N.A.
13:30 - 13:35,0.8256,0.0001,0.8255,0.8256,0.8255,20,N.A.
13:35 - 13:40,0.8256,0,0.8256,0.8256,0.8256,20,N.A.
13:40 - 13:45,0.8255,-0.0001,0.8256,0.8256,0.8255,20,N.A.
13:45 - 13:50,0.8255,0,0.8255,0.8255,0.8255,20,N.A.
13:50 - 13:55,0.8255,0,0.8255,0.8255,0.8255,20,N.A.
13:55 - 14:00,0.8254,-0.0001,0.8255,0.8256,0.8254,20,N.A.
14:00 - 14:05,0.8296,0.0042,0.8264,0.8296,0.8264,20,N.A.
14:05 - 14:10,0.8294,-0.0002,0.8297,0.8298,0.829,20,N.A.
14:10 - 14:15,0.8304,0.001,0.8294,0.8304,0.8294,20,N.A.
14:15 - 14:20,0.8309,0.0005,0.8304,0.8309,0.8303,19,N.A.
14:20 - 14:25,0.8298,-0.0011,0.8308,0.8308,0.8298,19,N.A.
14:25 - 14:30,0.8302,0.0004,0.8298,0.8305,0.8298,20,N.A.
14:30 - 14:35,0.8303,0.0001,0.8304,0.8306,0.8301,20,N.A.
14:35 - 14:40,0.8313,0.001,0.8306,0.8313,0.8306,20,N.A.
14:40 - 14:45,0.8323,0.001,0.8313,0.8323,0.8313,19,N.A.
14:45 - 14:50,0.832,-0.0003,0.8323,0.8326,0.832,19,N.A.
14:50 - 14:55,0.8314,-0.0006,0.8322,0.8324,0.8314,20,N.A.
14:55 - 15:00,0.8321,0.0007,0.8314,0.8321,0.8314,20,N.A.
15:00 - 15:05,0.8318,-0.0003,0.8321,0.8322,0.8317,20,N.A.
15:05 - 15:10,0.8312,-0.0006,0.8317,0.8317,0.8311,20,N.A.
15:10 - 15:15,0.8317,0.0005,0.8312,0.8317,0.8309,19,N.A.
15:15 - 15:20,0.8317,0,0.8318,0.8319,0.8315,20,N.A.
15:20 - 15:25,0.8318,0.0001,0.8316,0.832,0.8315,19,N.A.
15:25 - 15:30,0.8322,0.0004,0.8317,0.8322,0.8316,20,N.A.
15:30 - 15:35,0.8325,0.0003,0.8322,0.8325,0.8321,19,N.A.
15:35 - 15:40,0.8323,-0.0002,0.8325,0.8327,0.8323,20,N.A.
15:40 - 15:45,0.8325,0.0002,0.8323,0.8325,0.832,20,N.A.
15:45 - 15:50,0.8326,0.0001,0.8326,0.8329,0.8326,20,N.A.
15:50 - 15:55,0.8328,0.0002,0.8326,0.8328,0.8325,20,N.A.
15:55 - 16:00,0.833,0.0002,0.8328,0.833,0.8328,20,N.A.
16:00 - 16:05,0.8327,-0.0003,0.833,0.833,0.8327,20,N.A.
16:05 - 16:10,0.8328,0.0001,0.8327,0.8328,0.8325,20,N.A.
16:10 - 16:15,0.8333,0.0005,0.8328,0.8333,0.8328,20,N.A.
16:15 - 16:20,0.8333,0,0.8333,0.8333,0.8331,20,N.A.
16:20 - 16:25,0.8333,0,0.8333,0.8335,0.8333,20,N.A.
16:25 - 16:30,0.8334,0.0001,0.8333,0.8334,0.8332,20,N.A.
16:30 - 16:35,0.8334,0,0.8334,0.8334,0.8333,20,N.A.
16:35 - 16:40,0.8335,0.0001,0.8334,0.8335,0.8334,20,N.A.
16:40 - 16:45,0.8336,0.0001,0.8335,0.8336,0.8334,20,N.A.
16:45 - 16:50,0.8333,-0.0003,0.8336,0.8336,0.8333,20,N.A.
16:50 - 16:55,0.8335,0.0002,0.8333,0.8335,0.8333,20,N.A.
16:55 - 17:00,0.8337,0.0002,0.8335,0.8337,0.8334,20,N.A.
